번호,발전기명,설비용량(MW),광역지역,세부지역
63637,LH본사신사옥태양광#1,1.04,경남,경남 진주시 충의로
48690,티에스태양광발전소,1.48392,경남,경남 남해군 남면
9630,그린태양광2호,0.1,경남,경남 하동군 고전면
50060,이글스에너지태양광#1,2.249,경남,경남 창원시 성산구
59442,창선태양광,0.49932,경남,경남 남해군 창선면
2267,정진1호 태양광,0.4896,경남,경남 남해군 고현면
61920,GMK창원공장3호태양광,5.002,경남,경남 창원시 성산구
65307,하동미래태양광,0.1,경남,경남 하동군 고전면
56167,신화태양광 발전기,0.99792,경남,경남 거창군 고제면
26964,비토태양광,0.09856,경남,경남 사천시 서포면
34344,송원발전,0.49896,경남,경남 하동군 진교면
19537,드림라인쏠라파워5호 태양광,1.60083,경남,경남 의령군 용덕면
6019,거창온빛태양광,0.59787,경남,경남 거창군 거창읍
20523,거창미래태양광,0.494,경남,경남 거창군 위천면
56127,성광대독발전기,0.42458,경남,경남 고성군 고성읍
1948,진주햇빛 태양광,0.398,경남,경남 진주시
65305,하동광성에너지,0.99648,경남,경남 하동군 양보면
40885,함안태양광,0.936,경남,경남 함안군 법수면
12469,하동화력태양광5호기,0.99756,경남,경남 하동군 금남면
1637,창녕베스틸1기태양광,2.6,경남,경남 창녕군 대합면
38252,썬그린 태양광,0.4935,경남,경남 하동군 횡천면
40081,양지에너지태양광,0.498,경남,경남 하동군 고전면
37044,신세계1호태양광PV,0.099,경남,경남 합천군 야로면
26215,덕산태양광,0.771,경남,경남 김해시 대동면
4603,현창이엔지 태양광발전기,0.2992,경남,경남 김해시 한림면
65888,두량저수지태양광,2.99691,경남,경남 사천시 사천읍
11722,삼계정수장 침전지 태양광발전소,0.75555,경남,경남 김해시 생림대로
48727,천지에너지태양광,0.9984,경남,경남 하동군 북천면
71051,호포차량기지태양광,1.452,경남,경남 양산시 동면
57972,지우태양광발전소,0.9996,경남,경남 산청군 산청읍
18505,동양4공장태양광,0.986,경남,경남 창원시 성산구
46123,우리에너지 태양광,0.44625,경남,경남 하동군 횡천면
12409,삼천포태양광#4,1.85,경남,경남 고성군 하이면
35121,합천댐수상태양광,0.099,경남,경남 합천군
20578,마이솔에너지,0.49896,경남,경남 하동군 진교면
35113,고성조절지태양광,0.31248,경남,경남 고성군 상리면
34246,송산고성태양광,0.246,경남,경남 고성군 거류면
1824,양산솔라태양광,2.967,경남,경남 양산시 물금읍
12412,두산엔진 MG태양광,0.07722,경남,경남 창원시 성산구
56308,덕월태양광,1.29744,경남,경남 남해군 남면
35107,합천수상태양광#2,0.497,경남,경남 합천군 용주면
20072,레일에너지태양광6,0.7074,경남,경남 김해시 한림면
2258,제이에스파워1호태양광,0.1,경남,경남 밀양시 초동면
66398,한빛에스지태양광,2,경남,경남 거창군 웅양면
66718,삼랑진양수 태양광 #1,2.2338,경남,경남 밀양시 삼랑진읍
54040,정우태양광a,0.72624,경남,경남 고성군 마암면
16126,대일화학,1.49544,경남,경남 김해시 진례면
7179,고암창녕태양광,1.498,경남,경남 창녕군 고암면
59823,천광태양광,0.498225,경남,경남 하동군 북천면
12408,삼천포태양광#3,0.35,경남,경남 고성군 하이면
37046,신세계2호태양광PV,0.2976,경남,경남 합천군 야로면
58879,진원산업개발태양광,0.208,경남,경남 창원시 진해구
1649,창원특수강1기태양광,1.79388,경남,경남 창원시 성산구
62513,태광2태양광,0.498,경남,경남 하동군 고전면
11789,의령 까치 태양광,0.98982,경남,경남 의령군 용덕면
56538,태광대독발전기,0.40664,경남,경남 고성군 고성읍
9629,그린태양광1호,0.1,경남,경남 하동군 고전면
33082,세일솔라덕산태양광,3.00096,경남,경남 김해시 대동면
12484,하동변전소태양광,0.048,경남,경남 하동군 적량면
65880,가산수상태양광,2.00736,경남,경남 밀양시 밀양대로
32277,성원 태양광,0.40736,경남,경남 남해군 서면
38035,쌍백태양광,2.004,경남,경남 합천군 쌍백면
64676,두산솔라파워2호 태양광,0.999,경남,경남 창원시 성산구
56222,한국일본통운태양광,1.25568,경남,경남 창원시 진해구
16477,대한정밀 태양광발전기,0.252,경남,경남 양산시 어곡공단4길
48660,남해덕월태양광발전소,2.55312,경남,경남 남해군 남면
48699,남해평산태양광발전소,0.40824,경남,경남 남해군 남면
72737,희망빛단장범도 제1발전기,0.99864,경남,경남 밀양시 단장면
22667,미래개발태양광,2.00112,경남,경남 고성군 하이면
906,광호태양광,1.4688,경남,경남 함양군 백전면
1622,지수공장태양광,1.4,경남,경남 진주시 지수면
2449,케이더블유에너지태양광,1.69524,경남,경남 거창군 남하면
6307,덕동하수처리장태양광,1.2,경남,경남 창원시 마산합포구 덕동동
63638,LH본사신사옥태양광#2,1.04,경남,경남 진주시 충의로
1171,대한솔라태양광,2.3,경남,경남 창원시 진해구
634,클린에코에너지태양광,0.4,경남,경남 사천시 서포면
55924,강천1호태양광,0.49446,경북,경북 거창군 위천면
2348,지에이치에너지태양광,2,경북,경북 영양군 석보면
70512,형진쏠라12호태양광,2.299,경북,경북 문경시 호계면
19764,디에이의성태양광,0.7,경북,경북 의성군 단촌면
56041,맥스에너지월성 태양광,0.96876,경북,경북 구미시 해평면
4676,월성에너지태양광,0.49842,경북,경북 의성군 안계면
17970,고아정공경주태양광,0.25,경북,경북 경주시 강동면
64472,푸른태양광발전소,0.1,경북,경북 포항시 북구
26436,금호1호태양광발전소,1.49745,경북,경북 영천시 금호읍
2182,일신산업태양광,0.295,경북,경북 경산시 남산면
1295,DSP2호 태양광발전소,0.45,경북,경북 군위군 의흥면
56298,윤아에너지 태양광,0.99864,경북,경북 의성군 안계면
59805,천광산업영주태양광,1.995,경북,경북 영주시 상망동
1774,쏠라테크칠곡태양광,0.995,경북,경북 칠곡군 지천면
65889,만운저수지태양광,2.00736,경북,경북 안동시 풍산면
56405,케이에이치테크태양광,1.494675,경북,경북 구미시 옥성면
12399,남도태양광제1기,0.99792,경북,경북 경산시 용성면
2627,하늘에너지태양광,0.996,경북,경북 의성군 금성면
56206,SH화전태양광,0.99684,경북,경북 의성군 사곡면
36513,신광솔라태양광,0.99324,경북,경북 포항시 북구
59641,창환영덕태양광,1,경북,경북 영덕군 영해면
1999,오운태양광,1.4,경북,경북 영주시 평은면
2031,우도경주태양광,2.9736,경북,경북 경주시 서면
55979,다산태양광,0.99918,경북,경북 문경시 산양면
21630,명품3호 태양광,0.09916,경북,경북 문경시 산양면
56486,화남제3태양광,2.00232,경북,경북 칠곡군 동명면
2623,김천시하수처리장태양광,2.478,경북,경북 김천시 대광동
2106,유원성주태양광,0.962,경북,경북 성주군 성주읍
29687,서광영천태양광,0.45,경북,경북 영천시 임고면
48395,유진의성태양광,1,경북,경북 의성군 금성면
56229,엔아이씨안동태양광,2.9792,경북,경북 안동시 임동면
38205,써니파크태양광,0.26964,경북,경북 칠곡군 동명면
49423,은성쏠라21호태양광,1.27205,경북,경북 상주시 외서면
69872,천북공장태양광,0.34476,경북,경북 경주시 천북면
66794,한양솔라태양광,0.998,경북,경북 군위군 대북리
17813,동건태양광,0.099,경북,경북 예천군 지보면
58718,진양25호태양광,1.50255,경북,경북 경주시 강동면
71408,화서 태양광,0.199,경북,경북 상주시 화서면
19588,드림태양광발전소,0.099,경북,경북 영천시 금호읍
42773,영양미래햇빛발전소,0.49896,경북,경북 영양군 청기면
19544,드림솔라1태양광,0.29988,경북,경북 의성군 금성면
33992,솔로몬영주태양광,0.994,경북,경북 영주시 안정면
1534,상주태양광,1.49,경북,경북 상주시 화서면
56350,JL화전태양광,0.19809,경북,경북 의성군 사곡면
56189,안다미로제이,2.976,경북,경북 김천시 감문면
5010,가야에너지태양광,0.996,경북,경북 의성군 금성면
60107,철도솔라4호태양광,0.3402,경북,경북 포항시 북구
40863,천욱발전영주태양광,0.988,경북,경북 영주시 상망동
56036,맥스에너지2호,0.99882,경북,경북 의성군 봉양면
12076,나이스쏠라태양광,0.09936,경북,경북 영천시 임고면
25586,복용쏠라 태양광,0.199,경북,경북 상주시 화서면
56401,케이앤씨 태양광,0.400995,경북,경북 경산시 진량읍
29138,오태2수상태양광,3.088,경북,경북 군위군 의흥면
2030,우도상주태양광,0.995,경북,경북 상주시 이안면
33930,솔라테크예천태양광,0.378,경북,경북 예천군 지보면
51456,일광에너지영덕태양광,0.494,경북,경북 영덕군 지품면
50058,이글스에너지태양광#2,0.789,경북,경북 구미시 공단동
49958,조성수상태양광,2.7132,경북,경북 의성군 구천면
9011,군위솔라태양광,2.987,경북,경북 군위군 소보면
18963,동해에너지태양광발전소,0.996,경북,경북 의성군 금성면
4727,함박산햇빛발전소,0.45333,경북,경북 영양군 청기면
31105,선우영주태양광,1.2,경북,경북 영주시 이산면
1294,(주)디에스피이에스1호 태양광,0.504,경북,경북 의성군 의성읍
18657,동원에너지태양광발전소,0.996,경북,경북 의성군 금성면
13393,화성태양광,1.494,경북,경북 의성군 단북면
2653,한라솔라예천태양광,0.994,경북,경북 예천군
15152,대명태양광,0.6966,경북,경북 성주군 대가면
7909,광명쏠라1호태양광,0.32319,경북,경북 의성군 안계면
2064,평지저수지수상태양광#1,0.70623,경북,경북 문경시 산양면
55967,남전1호태양광,2.00448,경북,경북 김천시 개령면
26611,BEP민정태양광,0.99864,경북,경북 상주시 오대동
1667,솔라예천태양광,0.999,경북,경북 예천군 감천면
35138,자인정수장태양광,0.098,경북,경북 경산시 자인면
56304,의령에너지햇빛발전소,0.49896,경북,경북 영양군 청기면
29651,서강봉화태양광,1,경북,경북 봉화군 물야면
37710,신풍태양광,0.496,경북,경북 예천군 지보면
19102,동희태양광,0.099,경북,경북 예천군 유천면
13420,성안태양광,1.49688,경북,경북 안동시 와룡면
6771,경현봉화태양광,0.999,경북,경북 봉화군 상운면
56487,화남제2태양광,2.99376,경북,경북 칠곡군 동명면
151,다복태양광,1,경북,경북 봉화군 재산면
64207,평화태양광,0.099,경북,경북 예천군 유천면
55941,고경3호태양광,0.99756,경북,경북 영천시 고경면
1100,대광태양광b,0.7008,경북,경북 영천시 고경면
43187,영천화남태양광,0.998,경북,경북 영천시 화남면
17356,도덕태양광발전소,0.1,경북,경북 의성군 안계면
1444,부경태양광#1,0.992,경북,경북 영양군 석보면
969,금용태양광,1.25,경북,경북 성주군 벽진면
32901,세명태양광,0.7452,경북,경북 성주군 대가면
40623,도개2호태양광발전소,0.99495,경북,경북 구미시 도개면
4631,성광태양광발전소,0.999,경북,경북 상주시 함창읍
56047,무성햇빛발전소,0.45333,경북,경북 영양군 청기면
2590,팜스코태양광#4,0.68,경북,경북 성주군 월항면
40226,어덕1태양광발전소,0.098,경북,경북 상주시 중덕동
56198,내의1호태양광,1.49688,경북,경북 군위군 소보면
17248,도개솔라파크8,0.09984,경북,경북 구미시 도개면
4348,SU799태양광발전기,0.24531,경북,경북 김천시 율곡동
2123,대광태양광c,1.9964,경북,경북 상주시 화남면
24628,백한봉화태양광,0.807,경북,경북 봉화군 봉화읍
56076,해찬태양광발전소,0.9984,경북,경북 영천시 고경면
4701,KCC김천공장태양광,5.76,경북,경북 김천시 어모면
22707,미래솔라태양광,2.06388,경북,경북 문경시 마성면
56040,맥스에너지안정,0.95616,경북,경북 의성군 안계면
16444,대한메탈2발전소,0.23868,경북,경북 경산시 진량읍
1763,썬위즈군위태양광,0.43,경북,경북 군위군 의흥면
4632,김천태양광발전소,2.00528,경북,경북 김천시 개령면
56348,제이에스비햇빛발전소,0.45333,경북,경북 영양군 청기면
4645,청리에너지-2,0.95238,경북,경북 상주시 청리면
40227,어덕2태양광발전소,0.099,경북,경북 상주시 중덕동
42667,영숙태양광발전소,0.099,경북,경북 구미시 도개면
56430,태영태양광,0.4896,경북,경북 안동시 와룡면
29016,상용 태양광,0.4032,경북,경북 상주시 화서면
56335,정종솔라3호,0.99324,경북,경북 상주시 내서면
35106,해평정수장침전지태양광,0.084,경북,경북 구미시 해평면
56250,영파워 태양광발전소,0.50625,경북,경북 문경시 영순면
62970,보현산댐태양광,2.40185,경북,경북 영천시 화북면
17243,도개솔라파크2,0.099,경북,경북 구미시 도개면
9290,내의2호태양광,1.49688,경북,경북 군위군 소보면
55938,경희솔라제1발전기,1.35,경북,경북 의성군 봉양면
2766,현도태양광,0.99792,경북,경북 군위군 산성면
7930,우지1호태양광,2.7495,경북,경북 문경시 우지동
58717,진양23호태양광,1.93347,경북,경북 예천군 풍양면
1529,상생에너지태양광,1.994525,경북,경북 김천시 어모면
56099,빛모아 태양광,0.99864,경북,경북 의성군 안계면
72465,훈민2태양광발전소,0.44928,경북,경북 문경시 산양면
19904,조율태양광,1.494,경북,경북 의성군 구천면
24960,벽진태양광발전소,0.499536,경북,경북 성주군 벽진면
1875,삼성제침1호태양광,0.45954,경북,경북 칠곡면 왜관읍
2660,한빛2호태양광,1.49688,경북,경북 군위군 소보면
1009,낙동에너지2호,0.498,경북,경북 군위군 우보면
46097,우리솔라태양광,0.496339,경북,경북 경산시 용성면
54997,제이티태양광,0.49536,경북,경북 예천군 호명면
2661,비안태양광,1.99872,경북,경북 의성군 비안면
45013,와이티썬칠곡태양광,2.97,경북,경북 칠곡군 지천면
55925,강천2호태양광,0.49446,경북,경북 거창군 위천면
68061,익산포항선태양광,0.674,경북,경북 영천시 임고면
43277,영해태양광발전소,0.9996,경북,경북 영천시 화남면
4654,아이제이에스태양광,0.4824,경북,경북 경산시 진량읍
1085,다인의성태양광,0.994,경북,경북 의성군 다인면
4673,와이즈솔라21호,1.4985,경북,경북 김천시 농소면
48002,영순태양광,1.701,경북,경북 문경시 영순면
4644,소곡태양광,0.99495,경북,경북 문경시 우지동
56507,더준태양광,0.84132,경북,경북 고령군 운수면
42474,영림3태양광발전소,0.9996,경북,경북 영천시 화남면
40458,에덴에너지,0.49725,경북,경북 상주시 사벌면
49957,개천수상태양광,2.04782,경북,경북 의성군 안계면
8269,광전명도태양광,2.00196,경북,경북 울진군 죽변면
1682,솔라파워영주태양광,0.7,경북,경북 영주시 안정면
49421,은성쏠라4호태양광,1.29675,경북,경북 영주시 안정면
29701,서광영천북안태양광,0.994,경북,경북 영천시
56414,코리아쏠라에너지태양광,0.4446,경북,경북 구미시 도개면
57192,중덕태양광발전,0.0976,경북,경북 상주시 어덕길
49956,의성솔라태양광,1.5,경북,경북 의성군 금성면
1988,예천솔라태양광,1,경북,경북 예천군 지보면 어신리
12400,남도태양광제2기,0.49896,경북,경북 경산시 용성면
55991,의성율현태양광,2.00032,경북,경북 의성군 구천면
26143,부남청송태양광,0.22,경북,경북 봉화군 재산면
56017,DSP6호태양광,2.031575,경북,경북 칠곡군 왜관읍
56165,신우솔라태양광,0.450775,경북,경북 구미시 도개면
29958,서산2태양광,0.09936,경북,경북 영천시 서산동
4611,월막1호 태양광발전소,0.99495,경북,경북 고령군 쌍림면
4647,승진에너지태양광발전소,1.99368,경북,경북 구미시 산동면
4684,제다 태양광발전소,0.99792,경북,경북 경산시 진량읍
1876,삼성제침2호태양광,0.36639,경북,경북 칠곡면 왜관읍
58486,진산태양광,0.99552,경북,경북 의성군 금성면
56521,에스피햇빛발전소,0.45333,경북,경북 영양군 청기면
2183,일지테크경주공장태양광,0.65246,경북,경북 경주시 외동읍
45992,화서휴게소태양광,0.42978,경북,경북 상주시 화서면
1551,서보의성태양광,2,경북,경북 의성군 금성면
42947,영일태양광발전소,0.099,경북,경북 의성 단밀면
1286,디아이테크태양광,0.96,경북,경북 포항시 남구
63567,승문태양광,0.486,경북,경북 영주시 문수면
56290,위천솔라태양광,0.49446,경북,경북 거창군 위천면
2159,이원에너지태양광,0.7,경북,경북 군위군 의흥면
38707,씨앤상주태양광,0.999,경북,경북 상주시 모서면
1636,포항제강1기태양광,1.1,경북,경북 포항시 남구
1309,대진태양광,0.469,경북,경북 합천군 봉산면
21631,명품4호 태양광,0.09916,경북,경북 문경시 산양면
56109,삼지솔라 태양광발전소,0.99495,경북,경북 구미시 도개면
8314,광진쏠라2호태양광,2.004975,경북,경북 문경시 호계면
1517,삼일방직태양광,1.5,경북,경북 경산시 진랼읍
58721,진양쏠라20호,1.893,경북,경북 문경시 농암면
1781,씨그마영주태양광,2.999,경북,경북 영주시 조와동
55939,경희솔라제2발전기,1.35,경북,경북 의성군 봉양면
71061,제오태양광발전소,0.99792,경북,경북 의성군 금성면
56488,화남제1태양광,2.99376,경북,경북 칠곡군 동명면
56108,삼읍태양광,0.8046,경북,경북 영덕군 병곡면
16841,덕담태양광발전소,0.495,경북,경북 상주시 사벌면
32953,세실쏠라태양광,0.09936,경북,경북 영천시 임고면
4646,청리에너지,0.4995,경북,경북 상주시 청리면
2454,CB상주태양광,1.45638,경북,경북 상주시 화동면
6822,경휘울진태양광,0.997,경북,경북 울진군 평해읍
43103,영진솔라테크태양광,0.902,경북,경북 봉화군 상운면
1406,배내상주태양광,0.995,경북,경북 상주시 이안면
1678,솔라테크상주태양광,0.7,경북,경북 상주시 모동면
69753,현대영주태양광,1,경북,경북 영주시 장수면
32276,성원2태양광발전소,0.34992,경북,경북 문경시 영순면
56676,주원영양태양광#3 발전기,0.6,경북,경북
56202,에스솔라 태양광발전소,0.99648,경북,경북 성주군 벽진면
18472,동아태양광에너지,0.97416,경북,경북 영주시 안정면
55914,의성솔라에너지태양광,2.00013,경북,경북 의성군 단촌면
65562,호남태양광,0.5,경북,경북 영천시 금호읍
48430,유진쏠라랜드태양광,0.68,경북,경북 상주시 사벌면
35910,승경2호태양광,0.29808,경북,경북 상주시 사벌면
1687,솔싱크영주태양광,0.966,경북,경북 영주시 상망동
1284,디씨에너지태양광,1.49,경북,경북 칠곡군 가산면
67132,한중태양광,1.2,경북,경북 영천시 영천산단로
13546,누림에너지태양광,0.99882,경북,경북 의성군 안사면
56425,태승가애태양광발전소,0.29565,경북,경북 상주시 낙동면
49127,율리2태양광,0.099375,경북,경북 상주시 청리면
42760,신화테크2태양광,0.942,경북,경북 포항시 대송면
19258,두산태양광발전소,0.0992,경북,경북 안동시 북후면
56494,마북태양광발전,2.016,경북,경북 포항시 북구
65346,하리 태양광발전소(pv),0.093075,경북,경북 문경시 문경읍
4493,yd솔라에너지,0.09792,경북,경북 안동시 예안면
1384,미래영주태양광,0.999,경북,경북 영주시 부석면
51583,일성전력태양광,0.0416,경북,경북 경주시 강동면
2024,용성2호태양광,0.496339,경북,경북 경산시 용성면
58716,진양17호태양광,1.91079,경북,경북 의성군 안계면
20606,마전태양광,0.99712,경북,경북 예천군 지보면
21632,명품5호 태양광,0.09916,경북,경북 문경시 산양면
66188,한마음에너지태양광,0.5,경북,경북 경산시
66635,한세태양광,0.99,경북,경북 안동시 풍천면
70513,친환경단구리태양광,1.497,경북,경북 경주시 강동면
1367,문경솔라팜태양광,2.08208,경북,경북 문경시 동로면
56396,케이비솔라에너지,0.99882,경북,경북 상주시 모서면
48832,육일태양광,0.29376,경북,경북 성주군 성주읍
56075,광찬태양광발전소,0.9984,경북,경북 영천시 고경면
38339,영주제1태양광,0.493,경북,경북 영주시 안정면
56361,주식회사 중앙시스템 태양광,0.86976,경북,경북 상주시 사벌면
56203,해토태양광,2.9988,경북,경북 문경시 마성면
7022,고려광칠곡태양광,0.999,경북,경북 칠곡군
20276,류천에너지태양광,0.903105,경북,경북 영주시 장수면
7466,골든태양광,0.09792,경북,경북 안동시 예안면
56336,정종솔라2호 태양광발전소,0.99324,경북,경북 상주시 내서면
56481,한빛1호태양광,1.49688,경북,경북 군위군 소보면
1486,사리태양광,1.998,경북,경북 영천시 임고면
35116,구미정수장태양광#2,0.520799,경북,경북 구미시 고아읍
66722,예천태양광#1,1.385,경북,경북 예천군 하리면
66372,한빛에너지,0.9936,경북,경북 상주시 외남면
6029,거창태양광,0.92664,경북,경북 상주시 공성면
1220,도촌봉화태양광#2,0.3,경북,경북 봉화군 봉화읍
58720,진양12호태양광,2.97414,경북,경북 문경시 호계면
27385,사벌쏠라랜드태양광,0.5,경북,경북 상주시 사벌면
1502,삼성정공2태양광,0.335,경북,경북 성주군 성주읍
1501,삼성정공1태양광,0.39,경북,경북 성주군 성주읍
62157,코오롱경주태양광,1,경북,경북 경주시 양남면
55292,조문국2호태양광,0.0992,경북,경북 의성군 금성면
35972,승문태양광b,1.42317,경북,경북 영주시 문수면
14354,단비발전소,0.7,경북,경북 안동시 일직면
42340,YES청도태양광,1.72134,경북,경북 청도군 청도읍
9369,그린6태양광,0.49896,경북,경북 영주시 안정면
9520,그린에너지태양광,0.99351,경북,경북 고령군 운수면
2316,죽성솔라태양광,0.99324,경북,경북 포항시 북구
56169,썬가든태양광발전기,2.2041,경북,경북 포항시 남구
2176,일광2태양광,2.004,경북,경북 성주군 수륜면
1962,영광1호태양광,1.996,경북,경북 김천시 남면
40078,양지솔라태양광,0.49,경북,경북 김천시 감문면
55927,남전2호태양광,2.00178,경북,경북 김천시 개령면
1533,상주솔라태양광,1.492,경북,경북 상주시 공검면
1610,성운태양광,0.999,경북,경북 군위군 부계면
2035,우리에너지태양광#1,1.096,경북,경북 안동시 풍산읍
38568,수식리태양광,1.30169,경북,경북 봉화군 물야면
42347,YNES삼원강재태양광,1.14318,경북,경북 포항시 남구
1778,쏠라파워태양광,1.496,경북,경북 영덕군 축산면
40654,에스에스의성태양광,0.489,경북,경북 의성군 안계면
17968,케이스타태양광,0.46,경북,경북 칠곡군 석적읍
11657,김천에너빅스태양광,9.106,경북,경북 김천시 어모면
44404,옥광에너지영덕태양광,0.968,경북,경북 영덕군 영덕읍
65893,백현수상태양광발전소,0.95472,경북,경북 구미시 산동면
2169,익성솔라태양광,0.496339,경북,경북 경산시 용성면
49415,은성쏠라14호 태양광발전소,1.095255,경북,경북 예천군 보문면
2211,재환솔라태양광,0.99324,경북,경북 포항시 북구
1007,제2수송단태양광,3.0912,경북,경북 경산시 남천면
1654,세종솔라5호태양광,0.48,경북,경북 고령군 성산면
1519,삼진영주태양광,0.5,경북,경북 영주시 문수면
30966,선미래의성태양광,0.446,경북,경북 의성군 춘산면
42375,삼백쏠라랜드태양광,0.565,경북,경북 상주시 사벌면
16445,대한메탈1발전소,0.7344,경북,경북 경산시 진량읍
1206,도개태양광1호,1.99764,경북,경북 구미시 도개면
4620,디원2호태양광,0.0975,광주,광주 북구 동운로
1300,디에이치글로벌첨단공장태양광,1.14444,광주,광주 북구 첨단연신로29번길
19803,디와이뱅크2호태양광,0.35,광주,광주 광산구 손재로
19802,디와이뱅크4호태양광,0.4,광주,광주 광산구 손재로
1247,동신실업태양광,0.35,광주,광주 광산구 손재로
2765,현대하이텍태양광발전기,1.45764,광주,광주 광산구 하남산단6번로
1480,빛고을메트로태양광#2,1.668,광주,광주 광산구 옥동
48602,대각에너지태양광발전소,0.69966,광주,광주광역시 광산구 덕림동
15040,대림쏠라태양광,0.999011,광주,광주 광산구 하남산단5번로
1483,빛고을신재생2태양광,1.299,광주,광주 광산구 본덕동
33309,센도리2태양광,0.07936,광주,광주 북구 첨단연신로30번길
50059,해동태양광,1.984,광주,광주 광산구 송치동
53337,YSP A 태양광발전소,0.6336,광주,광주 광산구
951,근영산업1호태양광,0.099,광주,광주 광산구 내동송동길
56465,한국안전원태양광,0.42048,광주,광주 광산구 오선동
560,제이디시에너지,0.34344,광주,광주 북구 첨단벤처로60번길
65973,한국차량공업태양광,1.197,광주,광주 광산구 평동산단
64723,플라텔 태양광 발전기,0.9855,광주,광주 광산구 평동로
56524,왕성테크 태양광발전소,0.28908,광주,광주 광산구 하남산단7번로
69797,첨단태양광,0.748,광주,광주 북구 첨단 연신로
19804,디와이뱅크3호태양광,0.237,광주,광주 광산구 하남산단
61763,카본텍 태양광발전소,0.21384,광주,광주 북구 대촌동
4724,한영피엔에스2호,0.69264,광주,광주광역시 광산구 하남산단7번로
4726,한영피엔에스1호,1.2987,광주,광주광역시 광산구
33858,솔라뱅크태양광,1.497,광주,광주 광산구 덕림동
2175,인팩태양광,0.63529,광주,광주 광산구 평동산단2번로
1643,광주FS1기태양광,0.61776,광주,광주 광산구 하남산단9번로
62387,탑솔라태양광발전소,0.90021,광주,광주 북구 첨단연신로
950,근영산업3호태양광,0.099,광주,광주 광산구 내동송동길
62386,탑솔라2호 태양광발전소,0.24272,광주,광주 북구 첨단연신로30번길
19800,디와이뱅크5호태양광,0.35,광주,광주 광산구 하남 산단로
56249,영창이앤이태양광,0.43416,광주,광주 관산구 평동로
