번호,발전기명,설비용량(MW),광역지역,세부지역
4596,한영정공2호태양광발전기,0.49284,광주,광주 광산구
34436,송주솔텍태양광,0.494,광주,광주 북구 첨단벤처로
4595,한영정공1호태양광발전기,0.49284,광주,광주 광산구
60106,철도솔라5호태양광,0.996,광주,광주 광산구 장수동
1396,민성진곡공장태양광,0.28944,광주,광주 광산구 진곡산단3번로
944,그린테크노파크태양광,1.5,광주,광주 북구 참단과기로
20040,럭키쏠라태양광,1.2144,광주,광주 광산구 평동산단2번로
56483,호원테크공장태양광,1.21806,광주,광주 광산구 평동산단2번로
2131,은하산업 태양광발전소,0.28152,광주,광주 광산구 하남산단1번로
53338,YSP B 태양광발전소,0.8608,광주,광주 광산구
14811,서부하수처리장태양광,5.972,대구,대구 달서구 대천동
56457,피에이치씨 제2태양광,0.89964,대구,대구 달성군 유가면
14812,북부하수처리장태양광,1.167,대구,대구 서구 비산동
14467,달성솔라태양광,1.8,대구,대구 달성군 화원읍
33963,솔라팟태양광,2.172,대구,대구 달서구 달서대로
54581,고산정수장 태양광발전소,0.994175,대구,대구 수성구 노변동
54582,대구국가산단배수지태양광,0.3484,대구,대구 달성군 구지면
14796,세원정공태양광,0.36,대구,대구 달서구 신당동
14800,서변배수지태양광,0.1,대구,대구 북구 서변동
14813,신천하수처리장태양광,0.555,대구,대구 북구 조아로2길
14801,이곡배수지태양광,0.302,대구,대구 달서구 이곡동
14795,비젼지식센터태양광,0.66,대구,대구 달서구 성서공단로
54584,옥포배수지 태양광발전소,0.4264,대구,대구 달성군 옥포면
42964,영일태양광,0.49896,대구,대구 달성군 다사읍
864,경창산업1태양광,0.39,대구,대구 달서구 성서로
61571,대동공업 태양광발전소,2.99884,대구,대구 달성군 농공읍
1892,에스지이엠태양광,0.13668,대구,대구 달서구 달서대로58길
54601,제3대구솔라에너지제2발전,2.09898,대구,대구 달성군 다사읍
2659,한백대구태양광,2.71,대구,대구 동구 검사동
865,경창산업2태양광,0.95,대구,대구 달서구 성서로
54583,문산정수장태양광,0.920075,대구,대구 달성군 다사읍
70322,현풍솔라태양광,0.513,대구,대구 달성군 현풍면
14803,칠곡배수지태양광,0.26,대구,대구 북구 관음동
14799,부곡배수지태양광,0.957,대구,대구 달성군 다사읍
4713,테크엔태양광,0.44928,대구,대구 달성군 구지면
23816,박스뱅크태양광,0.9984,대구,대구 달성군 구지면
2759,현대논공발전소 태양광,0.9936,대구,대구 달성군 논공읍
14802,죽곡정수지태양광,1.342,대구,대구 달성군 다사읍
14797,MJ테크노파크태양광,0.98,대구,대구 달서구 달서대로
16142,월평정수장태양광,1.402,대전,대전 서구 신갈마로
931,종군교태양광,2.531,대전,대전 유성구 자운로
1211,도시환경이엔지태양광,1.198,대전,대전 유성구 테크노2로
2641,대전하수처리장태양광,2.008,대전,대전 유성구 엑스포로
67111,코레일대전태양광,2.356,대전,대전 대덕구 평촌동
55573,노포차량기지태양광,1.693,부산,부산 금정구 노포동
26217,강변사업소태양광,1.807,부산,부산 사하구 을숙도대로
12474,부산복합자재창고태양광,0.187,부산,부산 사하구 감천항로
32921,세방부산신항물류센터 태양광발전소,0.98496,부산,부산 강서구 신항로
26216,화명태양광,0.286,부산,부산 북구 산성로
4063,SANC에너지1호태양광,1.831,부산,부산 기장군 기장읍
1466,비에스케이햇빛발전소,0.4588,부산,부산 기장군 장안읍
12490,부산복합태양광,0.392,부산,부산 사하구 감천동
38049,쌍용전력태양광,0.9421,부산,부산 강서구 마음산단2로
62210,아이오니아1태양광,2.822,부산,부산 강서구 유통단지1로
55572,청호전기태양광,0.633,부산,부산 강서구 미음산단
12470,부산복합태양광2단계,0.50184,부산,부산 사하구 감천항로
12483,부산신항태양광,0.116,부산,부산 강서구 성북동
1449,유니온스틸부산공장태양광,2.706,부산,부산 남구 신선로
42772,영양2태양광발전기,0.49896,부산,부산 해운대구 센텀중앙로
21074,맥그리거코리아태양광,0.465,부산,부산 강서구 지사동
41406,Gridsol화명태양광,0.99792,부산,부산 북구 와석장터로
4598,KTE태양광발전소,0.05092,부산,부산 강서구 논산산업대로
56412,KT부산물류센터 태양광,0.75888,부산,부산 강서구 가달1로
62211,아이오니아2태양광,1.897,부산,부산 강서구 유통단지1로
26230,부산신호르노태양광,6,부산,부산 강서구 르노삼성대로
1448,녹산표준형공장태양광,0.49248,부산,부산 강서구 녹산산단261로
41407,Gridsol부산태양광,0.91188,부산,부산 강서구 화전산단5로
33033,신발산업진흥센터태양광,0.441,부산,부산 강서구 송정동
977,금호태양광발전기,1,서울,서울 강서구 외발산동
68059,만남태양광,0.056,서울,서울 서초구 양재동
30125,개화차량기지태양광,0.99,서울,서울 강서구 개화동
6051,건국대학교제4호태양광,0.1,서울,서울 광진구 능동로
6048,건국대학교경영관태양광,0.0972,서울,서울 광진구 능동로
6049,건국대학교 생명과학관 태양광,0.09792,서울,서울 광진구 능동로
1457,서울나눔발전소1호태양광,2.5,서울,서울 강동구 암사동
62167,코원이에스햇빛송파,1.31544,서울,서울 송파구 장지동
30126,고덕차량기지태양광,0.612,서울,서울 강동구 아리수로
57256,세종태양광1호기,0.32731,세종,세종 금송로 625
29886,수질복원센터태양광,1.5,세종,세종 대평동
1996,오스템세종1호태양광발전기,1.5561,세종,세종 전의면 산단길
61899,케이에너지태양광,2.157,세종,세종
56271,yk에너지9호,2.19184,세종,세종특별자치시 연동면
65582,한반도세종태양광발전기,4.025,세종,세종
62106,KAC전의2공장태양광,1.70424,세종,세종 전의면 산단길
62107,KAC울산물류센터태양광,1.881285,울산,울산 울주군 두서면
65561,태기태양광,0.4,울산,울산 울주군 언양읍
48683,(유)양정태양광1호 태화1호태양광,2.99376,울산,울산광역시 북구 명촌동
56280,공암저수지수상태양광,0.99484,울산,울산 울주군 삼남면
59752,처용솔라2호태양광,0.47736,울산,울산 울주군 청량읍
18272,울산#4CC건물옥상태양광,0.40392,울산,울산 남구 용잠로
2065,고연저수지수상태양광#1,0.93366,울산,울산 울주군 웅촌면
42342,YES동부울산태양광,1.11996,울산,울산 남구 매암동
4711,KCC울산물류센터 태양광발전소,1.86162,울산,울산 울주군 두서면
12502,수산정수사업소태양광,0.998,인천,인천 남동구 수산동
12497,신인천발전본부 해수취수구 태양광,0.9072,인천,인천 서구 장도로
1819,남동정수장태양광,2.93661,인천,인천 남동구 장수동
61890,공촌정수장태양광,1.469,인천,인천 서구 공촌동
51343,IPA북항햇빛태양광,0.95265,인천,인천 서구 원창동
51344,인천항햇빛발전소9,1.43424,인천,인천 서구 원창동
12404,영흥화력태양광#2,0.993,인천,인천 옹진군 영흥면
33859,솔라뱅크강화태양광,1.5,인천,인천 강화군 서도면
19748,인천물류센터태양광,0.245,인천,인천 중구 항동
57240,인천태양광2호기,0.95016,인천,인천 서구 원창동
29860,[서인천]발전부지내 태양광 2단계,0.09045,인천,인천 서구 장도로
61891,영진공사태양광,0.42,인천,인천 중구 신층동3가
33845,신대륙물류 태양광발전소,1.13,인천,인천 중구 축항대로296번길
12479,신인천소내태양광,0.2,인천,인천시 서구 경서동
12472,신인천전망대법사면태양광,1.7423,인천,인천 서구 장도로
426,에너지랜드태양광,0.999,전남,전남 무안군 운남면
12927,남희 태양광,0.49932,전남,전남 해남군 북평면
49435,은성에너지태양광발전,0.59985,전남,전남 완도군 신지면
7410,한천3호 태양광,0.99792,전남,전남 화순군 한천면
32925,SOLVIC2호 태양광발전소,0.72594,전남,전남 광양시 컨부두로
14429,유진북평1호,2.00151,전남,전남 해남군 북평면
58661,썬사랑진도태양광,0.4,전남,전남 진도군 군내면
13444,삼당에코태양광,0.998,전남,전남 진도군 삼당리
44734,온스타1호태양광발전기,0.499275,전남,전남 순천시 서면
2193,장성복합물류태양광,1.854,전남,전남 장성군 서삼면
44631,온누리나주태양광,1.8,전남,전남 나주시 공산면
62782,태성1호태양광,0.0988,전남,전남 고흥군 동강면
56373,찬들태양광,0.9936,전남,전남 해남군 북일면
375,(유)슬아에너지 태양광발전소,0.2964,전남,전남 영암군 삼호읍
33978,솔라필드제5차3호 태양광,0.99072,전남,전남 신안군 도초면
38672,쏠렉영광태양광,1,전남,전남 영광군 법성면
842,거금솔라파크태양광#1,5.354,전남,전남 고흥군
13978,다솔태양광,0.099,전남,전남 고흥군 도덕면
56472,한태연2호,2.5056,전남,전남 광양시 봉강면
65942,신재생나주태양광,0.3,전남,전남 나주시 공산면
2326,장성1호태양광,0.924,전남,전남 장성군 장성읍
64996,하나쏠라익산태양광,0.247,전남,전남 익산시 낭산면
2829,황산태양광#2,0.57834,전남,전남 해남군 황산면
48708,동천2호태양광,1.25,전남,전남 완도군 노화읍
65548,하이에스2호 태양광,0.29784,전남,전남 순천시 서면
41592,여광강진태양광,0.463,전남,전남 강진군 작천면
51364,인포시티1태양광,0.098825,전남,전남 화순군 이양면
21303,명사태양광,0.69552,전남,전남 완도군 신지면
23389,민쏠라에너지태양광,2,전남,전남 신안군 팔금면
18533,동양태양광,0.199875,전남,전남 강진군 강진읍
16321,대창기계태양광,0.099,전남,전남 해남군 황산면
18449,동아영암태양광,0.662,전남,전남 영암군 삼호읍
56500,금성에너지태양광,2.9952,전남,전남 순천시 외서면
50545,이에프영암태양광,0.3,전남,전남 영암군 신북면
45208,연지장흥태양광,0.4,전남,전남 장흥군 대덕읍
26128,부국태양광,0.099,전남,전남 해남군 황산면
62101,코리아에너지발전소8호기,0.063375,전남,전남 영광군 군서면
28740,상록태양광,0.099,전남,전남 해남군 황산면
34179,송덕4호태양광발전소,0.09486,전남,전남 강진군 강진읍
2100,유림솔라태양광,0.9936,전남,전남 장성군 북이면
53324,SUPEX2태양광,1.476,전남,전남 광양시 노이동
474,영지솔라태양광,1.75,전남,전남 해남군 송지면
38589,쏠8호태양광발전소,0.099645,전남,전남 순천시 낙안면
61893,목포샤링태양광,0.325,전남,전남 영암군 삼호읍
17966,한영산업태양광,0.88,전남,전남 영암군 삼호읍
1565,서영아이티태양광,0.902,전남,전남 해남군 황산면
56275,삼구태양광,0.948,전남,전남 해남군 북일면
67901,썬라이즈2호 태양광,0.099,전남,전남 해남군 황산면
18718,동인에너지와우1호태양광,0.99495,전남,전남 나주시 봉황면
48636,(유)봉남리솔라 태양광발전소,0.99856,전남,전남 영광군 염산면
34565,송현 태양광발전소,0.09519,전남,전남 강진군 강진읍
2513,탑인프라영암태양광b,9.95553,전남,전남 강진군 도암면
34178,송덕3호태양광발전소,0.09486,전남,전남 강진군 강진읍
2831,황산태양광#4,0.51597,전남,전남 해남군 황산면
1179,대현영광태양광,0.3,전남,전남 영광군 군남면
16676,대흥태양광,0.6,전남,전남 함평군 손불면
21032,매일태양광,0.496,전남,전남 순천시 서면
6894,계림태양광,0.998,전남,전남 나주시 공산면
37162,신양고흥태양광,0.65,전남,전남 고흥군 도덕면
48700,오솔라에너지발전기,0.49536,전남,전남 순천시 석현동
1523,함평태양광,2,전남,전남 함평군 함평읍
587,진도그린에너지태양광,1.704,전남,전남 진도군 의산면
24875,베스트솔라태양광#2,0.934,전남,전남 해남군 황산면
47474,원호태양광2호,0.582,전남,전남 해남군 황산면
65547,하이에스1호 태양광,0.29784,전남,전남 순천시 서면
2505,탑선전남태양광#2,1.3,전남,전남 해남군 화원면
18792,삼성11호태양광발전소,0.90558,전남,전남 고흥군 두원면
20526,마산태양광발전소,0.49962,전남,전남 해남군 마산면
15778,대양에너지태양광,0.09984,전남,전남 목포시 율도동
15672,대신이엔텍 태양광,0.16555,전남,전남 나주시 반남면
27018,빛가람태양광b,0.496,전남,전남 나주시 봉황면
58662,신동진도태양광,0.399,전남,전남 진도군 군내면
55949,광성물류센터태양광,0.97578,전남,전남 장성군 남면
2090,월출산영암태양광발전,0.348,전남,전남 영암군 영암읍
64851,필정태양광,0.995,전남,전남 화순군 북면
559,정현에너지1호태양광,0.49536,전남,전남 순천시 석현동
49971,의신솔라에너지태양광,1.2,전남,전남 진도군 의신면
19535,드림라인쏠라파워2호 화순2지점,0.5814,전남,전남 화순군 북면
56294,유송태양광,2.31168,전남,전남 해남군 황산면
427,에너지레이크태양광,0.399,전남,전남 곡성군 오산면
68114,해성 태양광,0.0972,전남,전남 함평군 신광면
34320,송암태양광,0.911,전남,전남 함평군 나산면
12886,남해강진제2태양광,2,전남,전남 강진군
4715,삼성9-a호태양광발전소,0.49248,전남,전남 고흥군 두원면
967,금오에너지1호태양광,2.8386,전남,전남 해남군 황산면
62293,큰산태양광,0.397,전남,전남 완도군 신지면
55421,조은태양광,0.099,전남,전남 완도 노화읍
39508,안좌신안존포태양광#2,0.197,전남,전남 신안군 존포리
65729,학산태양광,0.7,전남,전남 함평군 손불면
71732,환경과에너지7호태양광,0.297,전남,전남 보성군 노동면
1592,선일발전태양광,0.099,전남,전남 해남군 황산면
845,거금솔라파크태양광#4,5.075,전남,전남 고흥군
62139,원덕태양광,0.878,전남,전남 장성군 북이면
47475,원호태양광3호,0.582,전남,전남 해남군 황산면
56315,이한산업태양광1호,0.90576,전남,전남 나주시 동수동
10222,금산전력태양광,0.099225,전남,전남 장성군 진원면
38585,쏠17호 태양광발전소,0.099125,전남,전남 순천시 낙안면
5763,강진에너지태양광,0.185,전남,전남 강진군 군동면
2504,탑선전남태양광#1,6.7,전남,전남 해남군 화원면
42376,태인1호태양광,2.903,전남,전남 무안군 무안면
38713,지성태양광,0.22464,전남,전남 광양시 황길동
10526,금월해남태양광,0.489,전남,전남 해남군 옥천면
7667,관마진도태양광,0.8,전남,전남 진도군 지산면
1831,양지태양광b,0.652049,전남,전남 강진군 군동면
16357,대치에너지태양광발전소,0.09858,전남,전남 고흥군 과역면
63768,티에스에너지호동,1.4994,전남,전남 해남군 황산면
41641,여수안포리태양광발전2호,0.09747,전남,전남 여수시 화양면
33239,세창1호태양광,0.49275,전남,전남 목포시 대양산단로
35252,수지1태양광,0.4,전남,전남 남원시 수지면
2023,용방해남태양광,0.9,전남,전남 해남군 산이면
44096,지후 태양광발전소,0.0992,전남,전남 영암군 학산면
53485,삼성2호태양광발전소,0.99792,전남,전남 고흥군 도덕면
63,가온길에너지태양광,2.8197,전남,전남 영광군 백수읍
56420,태곡태양광,0.99864,전남,전남 해남군 송지면
24520,백양보성태양광,2.989,전남,전남 보성군 보성읍
8547,구국태양광,0.497,전남,전남 보성군 노동면
40938,에스피솔라장성태양광,1.305,전남,전남 장성군 삼서면
42761,영암테크노태양광#1,2.584,전남,전남 영암군 삼호읍
447,에이에프영암태양광,0.992,전남,전남 영암군 삼호읍
56136,외입3호태양광,2.69626,전남,전남 해남군 황산면
34215,송림에너텍영광태양광,0.297,전남,전남 영광군 영광읍
24876,베스트솔라태양광#3,7.17,전남,전남 해남군 황산면
48707,은진태양광,0.49536,전남,전남 순천시 석현동
1255,동양고속신안태양광,3,전남,전남 신안군 지도읍
55040,제일산업태양광,0.672,전남,전남 담양군 무정면
2687,한자2호태양광,1.01108,전남,전남 해남군 황산면
53486,삼성9-b호 태양광발전소,0.49248,전남,전남 고흥군 두원면
60192,청강영광태양광,0.3,전남,전남 영광군 군남면
64997,하나에너지장흥태양광,1,전남,전남 장흥군 대덕읍
4674,삼성4호태양광발전소,0.97236,전남,전남 고흥군 도덕면
1445,부곡한양태양광,0.996,전남,전남 해남군 황산면
33968,솔라플러스함평태양광,1.393,전남,전남 함평군 손불면
60595,청암태양광,0.699,전남,전남 해남군 황산면
13684,늘품두드림태양광,0.099,전남,전남 해남군 황산면
9446,그린솔라장흥태양광,0.995,전남,전남 장흥군 장평면
33977,솔라필드제5차1호 태양광,0.99072,전남,전남 신안군 도초면
48718,진상태양광,0.98118,전남,전남 순천시 석현동
56115,테크노파크 목포 본관동 발전소,0.45056,전남,전남 목포시 대양로
2002,옥산이엔지태양광,0.99,전남,전남 곡성군 겸면
63223,태원 태양광발전소,0.20368,전남,전남 영암군 삼호읍
1867,솔라파크태양광발전기,0.7,전남,전남
35119,대불태양광,0.197,전남,전남 무안군 몽탄면
55911,진솔태양광발전소,0.49932,전남,전남 해남군 북일면
640,태양광시열,0.699,전남,전남 해남군 황산면
9479,삼성8-b호태양광발전소,0.46647,전남,전남 고흥군 두원면
2686,한자1호태양광,2.61072,전남,전남 해남군 황산면
48579,물류명가 태양광발전소,1.27872,전남,전남 광약시 항만2로
3517,JJHAE태양광,0.099,전남,전남 고흥군 과역면
48634,보담에너지 태양광발전소,0.998,전남,전남 영암군 삼호읍
56251,예다움태양광발전소,0.40077,전남,전남 해남군 북일면
48647,삼원쏠라텍 태양광발전소,0.99864,전남,전남 순천시 서면
36334,시온유 태양광발전소,0.36288,전남,전남 영암군 학산면
34209,영광송림리태양광,0.099,전남,전남 영광군 영광읍
9478,삼성3호태양광발전소,0.99792,전남,전남 고흥군 도덕면
18732,동일영광태양광,0.697,전남,전남 영광군 군서면
2832,황산태양광#5,0.62937,전남,전남 해남군 황산면
7411,한천2호 태양광,0.99792,전남,전남 화순군 한천면
56305,의수사랑에너지태양광,0.49896,전남,전남 나주시 공산면
4668,엔텍솔라2호태양광발전소,0.49896,전남,전남 여수시 화양면
1068,능성태양광,1.998,전남,전남 장성군 삼계면
15819,대영해남태양광,1,전남,전남 해남군 황산면
42739,영암군대불하수태양광#2,0.2387,전남,전남 영암군 삼호읍
53325,SUPEXF태양광,0.8262,전남,전남 광양시 도이동
40013,양정태양광발전,0.099,전남,전남 영암군 미암면
37767,신호태양광,0.099,전남,전남 해남군 황산면
2082,원호태양광#2,0.60669,전남,전남 해남군 황산면
19724,디솔라나주태양광,0.4,전남,전남 나주시 반남면
39571,알에이보성태양광,0.3,전남,전남 보성군 보성읍
23113,미연쏠라태양광,0.099,전남,전남 해남군 황산면
533,대산쏠라4호태양광,0.49856,전남,전남 순천시 석현동
12171,낙안솔라10호 태양광발전소,0.099125,전남,전남 순천시 낙안면
17281,도고에너지태양광,0.099,전남,전남 해남군 황산면
1885,에스엠에너지태양광,1.998,전남,전남 고흥군 두원면
66740,한승장흥태양광,0.31,전남,전남 장흥군 관산읍
10683,금호1호태양광발전기,0.099,전남,전남 함평군 함평읍
56360,준에너지태양광,2.9952,전남,전남 순천시 외서면
5965,거석태양광발전기,0.31552,전남,전남 담양군 용면
13392,일광태양광,0.976,전남,전남 해남군 황산면
34176,송덕1호태양광발전소,0.09486,전남,전남 강진군 강진읍
1705,수성이앤씨신안태양광,1,전남,전남 신안군 지도읍
10196,금산1호태양광발전기,0.09975,전남,전남 함평군 함평읍
72625,흥양고흥태양광,0.5,전남,전남 고흥군 도화면
53330,화광관춘태양광발전소,0.992775,전남,전남 해남군 황산면
430,에너지팜태양광,0.999,전남,전남 무안군 운남면
30810,선경영암태양광,0.498,전남,전남 영암군 군서면
24874,베스트솔라태양광#1,2.776,전남,전남 해남군 황산면
70870,호성에너지태양광,0.995,전남,전남 화순군 북면
38590,쏠9호태양광발전소,0.099645,전남,전남 순천시 낙안면
48594,내담에너지 태양광발전소,0.39785,전남,전남 영암군 학산면
58376,진도성환태양광,1,전남,전남 진도군 군내면
2045,우실1호태양광,2.956875,전남,전남 해남군 황산면
24324,백경에너지 태양광발전소,0.28908,전남,전남 함평군 해보면
46680,우진태양광c,0.09858,전남,전남 나주시 세지면
2325,백양사태양광,0.441,전남,전남 장성군 북이면
37963,심천태양광,0.298,전남,전남 완도군 신지면
4683,정우엔지니어링태양광,0.1998,전남,전남 장성군 진원면
35672,순천만ECO태양광,0.61056,전남,전남 순천시 국가정원1호길
52419,장산신안태양광#1,1.5,전남,전남 신안군 장산면
48728,(유)청광6호 태양광발전소,0.99856,전남,전남 영광군 염산면
12180,낙안솔라9호 태양광발전소,0.099645,전남,전남 순천시 낙안면
1571,목사동에너지2호태양광,0.9747,전남,전남 곡성군 목사동면
42683,영순태양광발전기,0.49932,전남,전남 여수시 율촌면
13394,디에이치태양광,0.995,전남,전남 보성군 득량면
428,에너지월드태양광,0.999,전남,전남 해남군 송지면
40582,에스디엔광주태양광,0.999,전남,전남
18273,광양항황금물류센터태양광,1.1,전남,전남 광양시 항만7로
53258,재희영암태양광,0.998,전남,전남 영암군 시종면
52888,장흥솔라토피아,0.688,전남,전남 장흥군
46359,우수영해남태양광,1,전남,전남 해남군 화원면
1362,무안그린에너지태양광,1.694,전남,전남 완도군 노화읍
36523,신광태양광,0.099,전남,전남 완도군 노화읍
1254,디와이신안태양광,3,전남,전남 신안군 지도읍
4616,재원1태양광발전소,0.9954,전남,전남 영광군 염산면
48595,(유)너울에너지 태양광발전소,0.4004,전남,전남 영암군 삼호읍
2569,산소2호태양광,2.61072,전남,전남 해남군 황산면
32245,성원쏠라태양광,0.099,전남,전남 해남군 황산면
38719,씨앤피태양광발전,0.099,전남,전남 영암군 미암면
16595,송림영광태양광,0.5,전남,전남 영광군 영광읍
2757,헬리오장성태양광,0.396,전남,전남 장성군 삼계면
18809,동진해남태양광,1,전남,전남 해남군 황산면
53326,SUPEX3A태양광,0.59697,전남,전남 광양시 태인동
3630,JS에너지태양광,0.099,전남,전남 완도군 노화읍
2184,일출솔라에너지태양광,0.9229,전남,전남 나주시 공산면
1587,럭스솔라1호태양광,1.3764,전남,전남 해남군 화산면
318,서호1호태양광,0.99673,전남,전남 순창군 동계면
50549,이엔에스영광태양광,0.299,전남,전남 영광군 군서면
48590,남도에너지 태양광발전소,0.99792,전남,전남 영광군 백수읍
15226,대박3호태양광발전소,0.49962,전남,전남 해남군 마산면
2344,에스태양광#2,0.62937,전남,전남 해남군 황산면
56166,신정솔라태양광,0.9996,전남,전남 해남군 황산면
891,광석고흥태양광,0.995,전남,전남 고흥군 도화면
53327,SUPEX3B태양광,0.19296,전남,전남 광양시 태인동
35635,팔마ECO 태양광발전소,0.498225,전남,전남 순천시 연향동
27923,장성삼계태양광,0.9996,전남,전남 장성군 삼계면
56387,청명해태양광발전기,1.89088,전남,전남 장흥군 장흥읍
7230,고운에너지태양광,0.996,전남,전남 고흥군 두원면
902,광전사태양광,2.994,전남,전남 영광군 백수읍
53328,SUPEX3C태양광,0.49446,전남,전남 광양시 태인동
8718,구슬3 태양광,0.0972,전남,전남 장성군 동화면
53347,강진청자박물관태양광,1.348,전남,전남 강진군 성전면
26548,북평 태양광,0.4992,전남,전남 해남군 북평면
38784,씨케이해남태양광,1,전남,전남 해남군 화원면
65910,광양로지스풀태양광,2.173,전남,전남 광양시 도이동
47998,유니온쏠라에너지태양광,0.39168,전남,전남 완도군 신지면
48652,샛별에너지태양광,0.3978,전남,전남 순천시 주암면
1177,대한철강태양광,0.37107,전남,전남 함평군 해보면
40593,에스비고흥태양광,0.284,전남,전남 고흥군 포두면
103,그린솔라텍태양광,0.388,전남,전남 진도군 고군면
33979,솔라필드제5차2호태양광,0.99072,전남,전남 신안군 도초면
18625,동원강진태양광,1,전남,전남 강진군 도암면
1746,신안성환태양광,1,전남,전남 신안군 지도읍
5944,존포1태양광(옛 존포태양광),0.994,전남,전남 신안군 존포리
63794,한빛태양광a,1.998,전남,전남 완도군 신지면
34180,송덕5호태양광발전소,0.09486,전남,전남 강진군 강진읍
56042,금전햇빛1호태양광,2.00384,전남,전남 화순군 한천면
25431,보성파워텍1호기,0.77824,전남,전남 나주시 동수동
21916,목포문화방송 삼호송신소 제2태양광,0.99684,전남,전남 영암군 삼호읍
42836,영운 태양광,0.0988,전남,전남 광양시 진월면
28299,삼우장흥태양광,0.3,전남,전남 장흥군 대덕읍
38627,쏠라젠나주태양광,0.199,전남,전남 나주시 왕곡면
12253,신안증도태양광,0.8,전남,전남 신안군
21917,목포문화방송 삼호송신소 제1태양광,0.99684,전남,전남 영암군 삼호읍
2462,케이에스피태양광,0.999,전남,전남 순천시 별량면
68078,해성1호태양광발전기,0.099,전남,전남 함평군 함평읍
13488,농촌공진도태양광,0.994,전남,전남 진도군 지산면
2632,하정솔라태양광,1.3,전남,전남 완도군 노화읍
47473,원호태양광1호,0.582,전남,전남 해남군 황산면
2830,황산태양광#3,0.6237,전남,전남 해남군 황산면
112,금성무안태양광,0.3,전남,전남 무안군 몽탄면
48280,유원미래태양광,1.47735,전남,전남 강진군 군동면
54785,제이에너지개발태양광,0.79596,전남,전남 나주시 공산면
69980,현성산업태양광,0.67,전남,전남 완도군 신지면
48737,태연3호 태양광,0.09954,전남,전남 강진군 도암면
291,별량삼숙태양광,0.9984,전남,전남 순천시 별량면
49397,은성3호태양광,1.532,전남,전남 영광군 홍농읍
